system:index,BSI,COD_MzEnt,Celsius,EVI,ID,NDVI,SAVI,.geo
00000000000000005216,-0.10600311385265107,10101011001015,4.3298185608253545,-0.09782458913817305,11.0,0.009321145405522849,0.01398581325812366,"{""type"":""Polygon"",""coordinates"":[[[-72.9393263156607,-41.47094629168268],[-72.9392148430367,-41.4713609729644],[-72.93914347169301,-41.4714011402865],[-72.93854600619629,-41.47130748385074],[-72.93851924186971,-41.4712673563575],[-72.93862620904243,-41.470816976627766],[-72.93871542341256,-41.47078575764792],[-72.93925945011561,-41.470866082513034],[-72.93929063000823,-41.47087498478545],[-72.93930847283514,-41.47088830979609],[-72.93932190001206,-41.47090615504171],[-72.9393263156607,-41.47094629168268]]]}"
00000000000000005217,-0.08560445771445536,10101011001016,4.322349286754335,-0.1229202592522555,12.0,0.017238783905934987,0.025857233616472866,"{""type"":""Polygon"",""coordinates"":[[[-72.9401601508597,-41.4710266064756],[-72.94005318437645,-41.47150814424458],[-72.93999073467191,-41.471530458012026],[-72.9393530798965,-41.47143684319021],[-72.93931739424808,-41.47136991350048],[-72.93941994541527,-41.47094630701682],[-72.9394244511773,-41.47093297297365],[-72.93944229399418,-41.47090616609232],[-72.93946905821696,-41.47089280924145],[-72.93947347386285,-41.47089281402881],[-72.9401244653323,-41.470999808383034],[-72.9401601508597,-41.4710266064756]]]}"
00000000000000005218,-0.09826664689209545,10101011001017,4.3607343860667624,-0.13940791310460368,13.0,0.015924122698794254,0.02388696651090132,"{""type"":""Polygon"",""coordinates"":[[[-72.9409851519012,-41.47114696252253],[-72.94085133160988,-41.47164636984196],[-72.94082015192177,-41.47165534552896],[-72.94019142074926,-41.47155723426206],[-72.94014681384503,-41.47151706066789],[-72.9402627016637,-41.471044373479685],[-72.94028946579421,-41.47102656554577],[-72.94095838784897,-41.47112471291681],[-72.9409851519012,-41.47114696252253]]]}"
00000000000000005219,-0.07085976925343004,10101011001018,4.636041431056654,-0.09374507425954269,14.0,0.020148484228662274,0.030221475598280808,"{""type"":""Polygon"",""coordinates"":[[[-72.94179221732807,-41.471271851073425],[-72.9416494761656,-41.471762334975544],[-72.94161388097602,-41.47177568285903],[-72.94156476861708,-41.47176679554612],[-72.94097172481813,-41.47167760914192],[-72.94095838784897,-41.47165532714723],[-72.94107878100303,-41.47116930474834],[-72.94111888200266,-41.47114699940608],[-72.941747610724,-41.47124057958525],[-72.94179221732807,-41.471271851073425]]]}"
0000000000000000521a,-0.08202860667864793,10101011001020,4.5011954811659844,-0.11254453668898028,15.0,0.025365440712795107,0.03804545934492812,"{""type"":""Polygon"",""coordinates"":[[[-72.94424475664592,-41.47165978245612],[-72.94412427498118,-41.472119016779956],[-72.94408868016205,-41.472136890591116],[-72.94345103637252,-41.472034326128565],[-72.94267515602384,-41.4719049994575],[-72.94264388646077,-41.471864854580815],[-72.9427687844604,-41.471441307993004],[-72.94281780645674,-41.471410049032755],[-72.94419564483033,-41.471619666177354],[-72.9442090717314,-41.47161963316162],[-72.94424475664592,-41.47165978245612]]]}"
0000000000000000521b,-0.09604746884054413,10101011001021,4.598279927069406,-0.23605134391866375,16.0,0.04916018760368305,0.07373074465775219,"{""type"":""Polygon"",""coordinates"":[[[-72.9460372859132,-41.47195409246395],[-72.94592581643494,-41.47237323408905],[-72.94587670496674,-41.472395504735154],[-72.94584111041004,-41.47239105085215],[-72.94497152021688,-41.47227069473023],[-72.9443205420148,-41.47217255927709],[-72.94428035144168,-41.47215026950806],[-72.94426250898775,-41.47211461710858],[-72.94428927266814,-41.4719629863562],[-72.9443651481362,-41.47167314011882],[-72.94440524858163,-41.47165083339706],[-72.94601052242966,-41.4719049905613],[-72.9460372859132,-41.47195409246395]]]}"
0000000000000000521c,-0.0818088716001725,10101011001022,3.777142534113698,-0.6339738185708967,17.0,0.02889476933630939,0.04333838554708213,"{""type"":""Polygon"",""coordinates"":[[[-72.94490916191704,-41.47234650946357],[-72.94477092828652,-41.47281913428308],[-72.94477534383397,-41.47282804041528],[-72.94478868058907,-41.47285032174136],[-72.94480652300349,-41.47287707212211],[-72.94473524345098,-41.47286822398804],[-72.94411544386199,-41.47277453665148],[-72.94408868016205,-41.4727388616874],[-72.9441644655807,-41.472493588514986],[-72.94421799296052,-41.47227511699318],[-72.94427593588502,-41.47224840561412],[-72.94490916191704,-41.47234650946357]]]}"
0000000000000000521d,-0.07878852086641666,10101011001023,4.002767541389949,-0.20208101002735876,18.0,0.02380313409063725,0.03570263691841812,"{""type"":""Polygon"",""coordinates"":[[[-72.9440976013957,-41.4722573082302],[-72.94404407398876,-41.47248468126514],[-72.9439727040941,-41.472729958885516],[-72.94393260357572,-41.47274781403647],[-72.94329937494246,-41.47264970378214],[-72.94326819557527,-41.47260512242753],[-72.94342427259778,-41.47212349623396],[-72.943473294459,-41.472132443095525],[-72.94406191645908,-41.47221715925772],[-72.9440976013957,-41.4722573082302]]]}"
0000000000000000521e,-0.074641544480513,10101011001025,3.1579058728900873,-0.5787760328888515,19.0,0.009206224753746687,0.013810949975446416,"{""type"":""Polygon"",""coordinates"":[[[-72.94244320245244,-41.47201203612379],[-72.9423362369958,-41.472453514386885],[-72.94227829359859,-41.47249365075179],[-72.94170750983037,-41.47240889589164],[-72.9416807458594,-41.472377671104255],[-72.94177879029056,-41.47191391678451],[-72.94182339688878,-41.47188717908988],[-72.94240760738165,-41.47197190032189],[-72.94244320245244,-41.47201203612379]]]}"
0000000000000000521f,-0.07496789278863432,10101011001033,6.808163049091713,0.092710070895039,20.0,0.01988322290872173,0.0298230839974663,"{""type"":""Polygon"",""coordinates"":[[[-72.93588839301022,-41.47104885906435],[-72.93576799723091,-41.471481384172236],[-72.93570104056982,-41.471521553267635],[-72.93511690373224,-41.471432355490016],[-72.93509464486421,-41.471378819859794],[-72.93521945670867,-41.470946300751514],[-72.93524180568184,-41.47092403874037],[-72.9352551429713,-41.470919542454475],[-72.93530425663208,-41.47091062969962],[-72.93580809912524,-41.47098640935501],[-72.93585270684245,-41.47099535499022],[-72.93588839301022,-41.47104885906435]]]}"
00000000000000005220,-0.0735505473139868,10101011001039,3.6591194982253303,-0.019032436197750812,21.0,0.04084280558764125,0.06125739687178816,"{""type"":""Polygon"",""coordinates"":[[[-72.94145329704183,-41.47252485311865],[-72.94137309514859,-41.47284592779239],[-72.94135074675104,-41.472854838626795],[-72.9413329040773,-41.47286821863095],[-72.94079780347228,-41.472765599805946],[-72.94052583709214,-41.47269874409786],[-72.93988367799743,-41.472591687296116],[-72.93987475660572,-41.47258276253167],[-72.93986583521367,-41.4725739119443],[-72.9399372063407,-41.47228850919327],[-72.93995063348214,-41.47226622304996],[-72.93996847625955,-41.47225284318989],[-72.94012897108101,-41.472270680699815],[-72.9401244653323,-41.472310793173875],[-72.94050799435654,-41.47236874930491],[-72.94055701681883,-41.47232866509925],[-72.94141761170839,-41.47245792492343],[-72.94145329704183,-41.47252485311865]]]}"
00000000000000005221,-0.08940425026128246,10101011001041,2.9656340784910524,-0.15817675559074476,22.0,0.011819940422129634,0.01773267713984567,"{""type"":""Polygon"",""coordinates"":[[[-72.94311653402859,-41.47274774954987],[-72.94298280505036,-41.47318922857949],[-72.94295604122291,-41.47319813510612],[-72.94292486181071,-41.473207111141235],[-72.94235849518661,-41.473073332264136],[-72.9423362369958,-41.473042126310105],[-72.94232731569605,-41.47302875103354],[-72.94231839439598,-41.4730153015749],[-72.94239868608459,-41.47266308450047],[-72.94246555074733,-41.472613995558405],[-72.94308977021619,-41.47270317287484],[-72.94311653402859,-41.47274774954987]]]}"
00000000000000005222,-0.08035016363384764,10101011001043,4.0469726177447605,-0.18003099451870913,23.0,0.02470933699059178,0.03706085127104023,"{""type"":""Polygon"",""coordinates"":[[[-72.94476642262575,-41.473019771758004],[-72.94476200707813,-41.47303319366518],[-72.94461034648441,-41.473563778462605],[-72.94457916728915,-41.47357275499894],[-72.94454789797652,-41.47358609434308],[-72.94393701913873,-41.47342114279429],[-72.94392809789905,-41.47339879205078],[-72.94392368233585,-41.47336763236011],[-72.94406191645908,-41.47287713779951],[-72.94411544386199,-41.472845897388595],[-72.94469505294798,-41.47293509842648],[-72.94472632224125,-41.472939561895046],[-72.94476200707813,-41.47298416104284],[-72.94476642262575,-41.473019771758004]]]}"
00000000000000005223,-0.1211890129160936,10101011001901,3.641077203435551,-0.64024616624527,24.0,0.09679215713720253,0.1451653223342248,"{""type"":""Polygon"",""coordinates"":[[[-72.94566268698219,-41.47407661917934],[-72.94524798716421,-41.474620636853814],[-72.94518562893691,-41.47459831146945],[-72.94512759612107,-41.47457605108065],[-72.94505622655173,-41.47455368902237],[-72.94499386827411,-41.47452253639045],[-72.94493141986698,-41.47450019712027],[-72.94486455589772,-41.47448237805085],[-72.94482436541658,-41.474468990386434],[-72.9447931862494,-41.474460089975516],[-72.94473524345098,-41.47444674436984],[-72.94466387376382,-41.474419931369695],[-72.94459250405525,-41.47439764314738],[-72.94453005554267,-41.474375377795056],[-72.9444631914605,-41.47435303361976],[-72.94439632735953,-41.47433521423205],[-72.94433838446436,-41.47432186839445],[-72.94427143021488,-41.474299584547104],[-72.94382113311039,-41.474165755371324],[-72.94375417871521,-41.474143471167835],[-72.94369623566354,-41.474125674293255],[-72.94363829259775,-41.47411670453166],[-72.94358034951782,-41.474098907589386],[-72.9435223163101,-41.47408102271574],[-72.9434599576301,-41.47406322105743],[-72.9434064300796,-41.474049879323346],[-72.94333947556765,-41.47402752065818],[-72.94328153241491,-41.47400527287336],[-72.94321908355796,-41.47398738316443],[-72.94316114037589,-41.4739695859733],[-72.94309869148732,-41.47394731969823],[-72.94301398445498,-41.47392055194618],[-72.94295604122291,-41.473902680455026],[-72.94289809797674,-41.47388933377665],[-72.94283114332165,-41.47386704893801],[-72.94276427876169,-41.47384915426555],[-72.94270182976891,-41.47383133840533],[-72.94264839216176,-41.473813485131565],[-72.94263947087373,-41.47380908555404],[-72.94258143743637,-41.47379120012091],[-72.94251907850963,-41.47377784853677],[-72.94244770815723,-41.4737600094204],[-72.9423897647872,-41.47374221177264],[-72.94230496738817,-41.473719880360385],[-72.94223810268028,-41.47369760883544],[-72.94218015925917,-41.473684187560494],[-72.94212221582394,-41.47366638975472],[-72.94205526095041,-41.473648555059675],[-72.9419883961723,-41.47362620918579],[-72.9419215313754,-41.47360393744348],[-72.9418546665597,-41.47358166565485],[-72.94178329600793,-41.473563826059156],[-72.94171643115335,-41.47354147999775],[-72.94164506056009,-41.47352364030238],[-72.9415692743385,-41.47350134514819],[-72.94149348809276,-41.47347912411349],[-72.9414889823699,-41.473479105661376],[-72.94143545437579,-41.473461238001754],[-72.94137751075914,-41.47344789043637],[-72.94131506140222,-41.47342999951776],[-72.94102966853362,-41.473345300942654],[-72.94096280346723,-41.47332302854258],[-72.94088251129392,-41.473296263697115],[-72.94081564618615,-41.47327399119504],[-72.94075770241854,-41.47325611840243],[-72.94069525289892,-41.473242751954785],[-72.94064172472619,-41.47322043317028],[-72.94057936529094,-41.47320262968294],[-72.94051240998314,-41.47318479393971],[-72.94045446614167,-41.473166920967564],[-72.94039652228612,-41.473149122139205],[-72.94033407267169,-41.47313130477426],[-72.94026720740979,-41.47310895771699],[-72.94020475776142,-41.47309559096175],[-72.94013789246318,-41.47307776868682],[-72.94007544278088,-41.47305995115808],[-72.94001299308218,-41.4730465101046],[-72.93993279070341,-41.47302873376463],[-72.93987475660572,-41.47301529742212],[-72.93981239696944,-41.47300194414402],[-72.93976778999416,-41.47301087723459],[-72.9397499472017,-41.47301535543767],[-72.9396518118193,-41.472975190840934],[-72.93963847477616,-41.47297071199453],[-72.9395314179432,-41.472952925753816],[-72.93946455245576,-41.47294400441396],[-72.93939318118697,-41.47293506448494],[-72.9393308214245,-41.47292616159951],[-72.93923710151954,-41.47290832905993],[-72.93917915736752,-41.47290388160003],[-72.93916582029789,-41.47290385338299],[-72.93911229178111,-41.47289941071493],[-72.93904542617591,-41.47289048909335],[-72.93897856055192,-41.47288601811715],[-72.93891611056537,-41.47288600262756],[-72.93884032347457,-41.47288603301228],[-72.93877787345176,-41.472890468117825],[-72.93865297335698,-41.47290386305989],[-72.93850139898366,-41.472926176738035],[-72.93836316162917,-41.472943993620746],[-72.93834531873141,-41.47279240096939],[-72.93834090306459,-41.4727389136412],[-72.93834090306459,-41.47273438877057],[-72.93834090306459,-41.47272993807777],[-72.93847021898763,-41.472689844128155],[-72.93855492763781,-41.47267648532976],[-72.93867973766852,-41.472658625944334],[-72.93884032347457,-41.47263634885403],[-72.93899631328681,-41.47263184202022],[-72.93930405718618,-41.47265860426036],[-72.93971876736927,-41.47275224416654],[-72.94010220693245,-41.4728191638689],[-72.94015573522654,-41.47287708868757],[-72.94095388211598,-41.4730420922016],[-72.9410609383089,-41.47301536981851],[-72.9418725091943,-41.473166981379464],[-72.94196163223295,-41.47319813143814],[-72.94201516010865,-41.4732293509939],[-72.94208202487923,-41.47327840115998],[-72.94218908056442,-41.47335871704704],[-72.94243428115674,-41.47342557304512],[-72.94246104504289,-41.47337653624418],[-72.94225152969186,-41.47330517365998],[-72.9422202600731,-41.47326948026801],[-72.9422247657821,-41.47324272024624],[-72.94223810268028,-41.47323384662263],[-72.94284006460249,-41.47337208111918],[-72.9431522191071,-41.47344786819046],[-72.94326819557527,-41.473492451987866],[-72.94361594441308,-41.47357714316933],[-72.9437096625928,-41.47357271807986],[-72.9440976013957,-41.47367532065303],[-72.94416888113942,-41.47371984912259],[-72.94468613173674,-41.47384918251625],[-72.94478426504186,-41.473835785452984],[-72.94512318058015,-41.473916085691236],[-72.94513651731573,-41.47393391590959],[-72.94513210177499,-41.47396959110398],[-72.94511867492606,-41.47399632831435],[-72.94508749579751,-41.474027558379525],[-72.94504739546717,-41.47404541348156],[-72.94501171067314,-41.47404984688934],[-72.9449804414174,-41.47405428485811],[-72.944940341069,-41.47404536159913],[-72.94480210745661,-41.47400525435215],[-72.94476642262575,-41.47406324425455],[-72.94496710467307,-41.47412569089552],[-72.94500720501695,-41.47413453996393],[-72.94511867492606,-41.47413459637316],[-72.94525690835435,-41.47408999178789],[-72.94538622051728,-41.47405433965754],[-72.94548876906754,-41.47404539719738],[-72.94554229614913,-41.474049836449026],[-72.94566268698219,-41.47407661917934]]]}"
00000000000000005224,-0.06300873931655636,10101011001901,3.0663185854606434,-0.05959259751553598,25.0,0.009034750924258369,0.013552275545436364,"{""type"":""Polygon"",""coordinates"":[[[-72.942287124786,-41.47264075790846],[-72.94219349615983,-41.472979669096645],[-72.94217565354931,-41.47298859853141],[-72.94215339534138,-41.47299752326759],[-72.94153800463005,-41.47287266930326],[-72.94152908330038,-41.472854769041895],[-72.94152016197036,-41.472841393686075],[-72.9415915326011,-41.47253818648723],[-72.94165398188542,-41.472502519870595],[-72.94224702398336,-41.472578350227174],[-72.942287124786,-41.47264075790846]]]}"
00000000000000005225,-0.08646463311381151,10101011001901,2.269541199718213,-0.03542771879884645,26.0,0.0317631952216215,0.04764020934463987,"{""type"":""Polygon"",""coordinates"":[[[-72.93559407208298,-41.47223502990216],[-72.93558064469582,-41.47226621648586],[-72.93557172314286,-41.47227064346632],[-72.9355137780988,-41.47226619387786],[-72.9354691703181,-41.47245797374349],[-72.93552269965393,-41.47247577039905],[-72.93552269965393,-41.472480221069624],[-72.9347423777245,-41.47277898001066],[-72.93473345614015,-41.47274780175703],[-72.93489395449056,-41.47216362176009],[-72.93493856237899,-41.472145789489005],[-72.93559407208298,-41.47223502990216]]]}"
00000000000000005226,-0.0730345116473568,10101011001901,3.4010893205030355,-0.12230122416639644,27.0,0.024811748898204384,0.037214626089350715,"{""type"":""Polygon"",""coordinates"":[[[-72.94333055430555,-41.472110118342],[-72.94317456733536,-41.47259175806925],[-72.94311653402859,-41.472618454718855],[-72.94249231463,-41.47253372838705],[-72.94245662945245,-41.4724713253155],[-72.94259486442857,-41.4720298601916],[-72.94262604388405,-41.47201205651338],[-72.94263054958537,-41.472012074889186],[-72.94318790418025,-41.472092332101354],[-72.94333055430555,-41.472110118342]]]}"
00000000000000005227,-0.06771595618345018,10101011001901,3.7417098349044546,-0.0924181702224119,28.0,0.01020341367526409,0.015305893693039647,"{""type"":""Polygon"",""coordinates"":[[[-72.94161388097602,-41.47187827413012],[-72.94148006103839,-41.47235987345278],[-72.94144888143268,-41.47237322576614],[-72.94084691598957,-41.472279564442886],[-72.94081123056517,-41.47223948887198],[-72.94088251129392,-41.471967421354094],[-72.9409316237937,-41.47177572627669],[-72.94097172481813,-41.47175787214353],[-72.94100741021846,-41.471762341491456],[-72.94159603832202,-41.47185152301439],[-72.94161388097602,-41.47187827413012]]]}"
00000000000000005228,-0.08769865407027186,10101011001901,5.17914384351952,-0.18291584591427296,29.0,0.029448837404153536,0.04416828046591044,"{""type"":""Polygon"",""coordinates"":[[[-72.93651713554847,-41.47178909467299],[-72.93641899883335,-41.47223501978374],[-72.93637889704188,-41.472248346602925],[-72.93573672676031,-41.472159214263925],[-72.93570554640225,-41.472119081906435],[-72.93580809912524,-41.47168206410129],[-72.93584820101282,-41.47166421241978],[-72.93588388718125,-41.47164635574379],[-72.93628517597483,-41.471704361684274],[-72.93648144947491,-41.47173559134388],[-72.93651713554846,-41.471762316044355],[-72.93651713554847,-41.47178909467299]]]}"
00000000000000005229,-0.09742348376108823,10101011001901,5.3686592200000165,-0.19336932384047978,30.0,0.01590688732382426,0.023861125266888748,"{""type"":""Polygon"",""coordinates"":[[[-72.93835874596267,-41.47143237028959],[-72.93822492419442,-41.471873832721286],[-72.93819374416219,-41.47190053624837],[-72.93754265729598,-41.47180249093712],[-72.9375158928566,-41.471735584873876],[-72.93763628775217,-41.47132976181226],[-72.9377165810207,-41.47128071764869],[-72.93831413871494,-41.471369942003705],[-72.93835874596267,-41.47143237028959]]]}"
0000000000000000522a,-0.07977711975247746,10101011001901,5.626468021492451,-0.1251781835278061,31.0,0.02284547880783938,0.03426586312031739,"{""type"":""Polygon"",""coordinates"":[[[-72.93748471273149,-41.47131194390891],[-72.93737323924508,-41.471713265287676],[-72.93729294586075,-41.47176230860315],[-72.9366954757197,-41.47167316580663],[-72.93666420537089,-41.47163747036794],[-72.93680244371185,-41.47117821225945],[-72.93687832156762,-41.471155868644765],[-72.93745353260232,-41.471245106591226],[-72.93748471273149,-41.47131194390891]]]}"
0000000000000000522b,-0.09320794767326435,10101011001901,5.633733086999323,-0.4107113223270572,32.0,0.03876700571855818,0.05814275834436442,"{""type"":""Polygon"",""coordinates"":[[[-72.93669096990601,-41.47116479473169],[-72.9365661588327,-41.47161519336564],[-72.93650370821334,-41.47164195524098],[-72.93594633796313,-41.47155720968898],[-72.9359062360921,-41.4714903488249],[-72.93601771026526,-41.471071152153755],[-72.93608899242948,-41.47102659697088],[-72.93665528385851,-41.47111574171027],[-72.93669096990601,-41.47116479473169]]]}"
